Date,Open,High,Low,Close,Adj Close,Volume
2023-11-22,43.200001,43.400002,42.250000,42.349998,42.349998,48449690
2023-11-23,42.450001,42.950001,42.099998,42.099998,42.099998,18904345
2023-11-24,42.200001,42.349998,41.599998,41.799999,41.799999,18616235
2023-11-27,41.900002,41.900002,40.500000,40.849998,40.849998,26721958
2023-11-28,41.099998,41.750000,40.900002,41.650002,41.650002,21254328
2023-11-29,41.500000,42.250000,41.299999,41.599998,41.599998,22124837
2023-11-30,41.599998,42.400002,41.049999,42.400002,42.400002,72946490
2023-12-01,42.500000,42.500000,41.549999,41.950001,41.950001,18083961
2023-12-04,42.250000,42.400002,41.599998,41.599998,41.599998,14878918
2023-12-05,41.299999,41.299999,40.549999,40.700001,40.700001,20194883
2023-12-06,41.250000,42.250000,41.250000,41.500000,41.500000,20447197
2023-12-07,41.500000,42.200001,41.000000,41.700001,41.700001,18682195
2023-12-08,43.200001,43.500000,42.099998,42.299999,42.299999,29398826
2023-12-11,42.650002,43.299999,42.099998,42.450001,42.450001,22165193
2023-12-12,42.750000,42.900002,42.450001,42.750000,42.750000,20434882
2023-12-13,47.000000,47.000000,47.000000,47.000000,47.000000,34752959
2023-12-14,51.700001,51.700001,51.700001,51.700001,51.700001,25750497
2023-12-15,53.700001,54.900002,47.900002,48.400002,48.400002,391014025
2023-12-18,47.500000,47.799999,46.500000,46.650002,46.650002,114519506
2023-12-19,46.799999,47.299999,45.049999,45.049999,45.049999,89252149
2023-12-20,45.549999,49.549999,45.299999,49.000000,49.000000,199875940
2023-12-21,47.500000,50.799999,47.200001,50.000000,50.000000,184042399
2023-12-22,50.900002,51.500000,50.000000,50.599998,50.599998,121465758
2023-12-25,50.599998,52.900002,50.099998,51.599998,51.599998,125572550
2023-12-26,52.000000,52.200001,51.099998,51.299999,51.299999,73460384
2023-12-27,51.299999,52.299999,50.900002,51.900002,51.900002,78819954
2023-12-28,52.299999,53.500000,51.900002,52.599998,52.599998,108107287
2023-12-29,52.799999,53.400002,51.799999,52.799999,52.799999,75818667
2024-01-02,53.000000,53.000000,51.000000,51.099998,51.099998,61160321
2024-01-03,50.500000,51.400002,50.000000,50.799999,50.799999,38580230
2024-01-04,50.700001,51.200001,50.299999,51.000000,51.000000,33624819
2024-01-05,51.500000,52.299999,50.599998,50.799999,50.799999,48206658
2024-01-08,51.400002,52.299999,51.200001,51.200001,51.200001,41524253
2024-01-09,52.299999,52.700001,50.200001,50.200001,50.200001,61096961
2024-01-10,49.799999,50.900002,49.000000,49.049999,49.049999,49317367
2024-01-11,49.450001,51.000000,49.049999,51.000000,51.000000,42107279
2024-01-12,50.700001,51.900002,50.400002,51.099998,51.099998,49608539
2024-01-15,51.799999,51.900002,50.400002,50.500000,50.500000,40896681
2024-01-16,50.200001,50.799999,50.099998,50.099998,50.099998,26675578
2024-01-17,50.200001,50.500000,49.000000,49.049999,49.049999,43407216
2024-01-18,49.299999,49.900002,48.599998,49.250000,49.250000,24733194
2024-01-19,49.900002,52.400002,49.650002,51.900002,51.900002,97317062
2024-01-22,53.299999,56.799999,53.200001,56.000000,56.000000,249889630
2024-01-23,56.599998,57.700001,55.599998,57.200001,57.200001,161579140
2024-01-24,57.700001,58.200001,56.299999,56.500000,56.500000,98082381
2024-01-25,57.500000,58.000000,56.000000,56.200001,56.200001,82715780
2024-01-26,56.000000,56.700001,55.099998,55.400002,55.400002,59604611
2024-01-29,55.599998,56.299999,55.400002,55.799999,55.799999,46631431
2024-01-30,56.500000,56.700001,55.099998,56.099998,56.099998,61777865
2024-01-31,55.700001,55.900002,54.900002,54.900002,54.900002,41348827
2024-02-01,54.599998,55.299999,54.000000,55.299999,55.299999,38475709
2024-02-02,55.799999,56.500000,55.700001,56.299999,56.299999,46281823
2024-02-05,56.200001,57.000000,55.799999,56.500000,56.500000,42612443
2024-02-15,59.000000,59.599998,57.099998,58.000000,58.000000,109043813
2024-02-16,58.000000,58.500000,57.200001,58.099998,58.099998,68480816
2024-02-19,57.900002,58.299999,56.500000,56.500000,56.500000,42653088
2024-02-20,56.700001,57.299999,56.099998,57.000000,57.000000,29921269
2024-02-21,56.200001,57.200001,56.200001,56.599998,56.599998,27111774
2024-02-22,57.900002,58.500000,56.299999,56.299999,56.299999,71184748
2024-02-23,57.099998,57.400002,55.000000,55.099998,55.099998,58008713
2024-02-26,55.099998,55.700001,54.700001,55.000000,55.000000,23545461
2024-02-27,55.299999,55.599998,52.799999,54.099998,54.099998,35531800
2024-02-29,54.299999,55.400002,53.900002,55.000000,55.000000,23358842
2024-03-01,55.599998,56.299999,55.500000,56.000000,56.000000,27616145
2024-03-04,56.799999,57.200001,55.500000,55.599998,55.599998,33159583
2024-03-05,56.000000,56.799999,55.599998,56.500000,56.500000,33286799
2024-03-06,56.000000,56.700001,55.700001,56.599998,56.599998,27864281
2024-03-07,56.900002,57.000000,55.099998,55.099998,55.099998,31317457
2024-03-08,55.200001,55.799999,53.599998,54.200001,54.200001,28861482
2024-03-11,54.299999,56.299999,54.299999,54.900002,54.900002,30112305
2024-03-12,55.099998,55.599998,54.700001,55.599998,55.599998,16506519
2024-03-13,56.500000,57.599998,54.700001,54.700001,54.700001,66755895
2024-03-14,55.400002,56.200001,54.299999,54.900002,54.900002,48321534
2024-03-15,55.000000,55.799999,54.099998,54.099998,54.099998,56178623
2024-03-18,54.299999,55.799999,53.500000,55.700001,55.700001,33460625
2024-03-19,55.799999,56.700001,55.299999,56.099998,56.099998,73344548
2024-03-20,56.599998,56.799999,54.099998,54.299999,54.299999,71676214
2024-03-21,54.900002,56.299999,54.500000,56.200001,56.200001,48581298
2024-03-22,57.500000,61.799999,57.299999,61.099998,61.099998,319636791
2024-03-25,61.400002,61.400002,58.599998,59.000000,59.000000,141698326
2024-03-26,58.799999,59.400002,56.400002,57.299999,57.299999,97932866
2024-03-27,57.900002,58.700001,57.599998,58.700001,58.700001,51350532
2024-03-28,58.700001,58.900002,57.599998,58.500000,58.500000,45597788
2024-03-29,59.299999,61.500000,58.700001,59.700001,59.700001,190447000
2024-04-01,60.299999,60.500000,58.799999,58.799999,58.799999,61007026
2024-04-02,58.900002,59.500000,58.599998,59.000000,59.000000,37305608
2024-04-03,58.200001,60.099998,58.000000,59.200001,59.200001,45875363
2024-04-08,59.400002,59.500000,58.099998,58.299999,58.299999,39827228
2024-04-09,58.900002,59.299999,57.799999,57.799999,57.799999,35359460
2024-04-10,58.299999,58.700001,57.599998,57.799999,57.799999,24531237
2024-04-11,57.799999,58.200001,57.299999,58.000000,58.000000,23555474
2024-04-12,58.099998,58.099998,57.400002,57.400002,57.400002,23779668
2024-04-15,57.099998,57.200001,56.000000,56.000000,56.000000,30857032
2024-04-16,55.500000,55.900002,53.299999,53.900002,53.900002,45452804
2024-04-17,54.200001,54.599998,53.700001,54.099998,54.099998,26374143
2024-04-18,53.599998,54.400002,53.000000,53.700001,53.700001,27469180
2024-04-19,53.500000,54.400002,51.299999,53.000000,53.000000,44817992
2024-04-22,52.500000,52.700001,50.700001,50.799999,50.799999,32115396
2024-04-23,51.799999,52.099998,51.000000,51.400002,51.400002,14908674
2024-04-24,52.500000,54.900002,52.400002,54.299999,54.299999,33809174
2024-04-25,53.500000,53.799999,53.099998,53.200001,53.200001,17084281
2024-04-26,54.400002,54.400002,53.299999,53.299999,53.299999,16771126
2024-04-29,54.000000,54.200001,53.500000,53.799999,53.799999,13919806
2024-04-30,53.599998,53.700001,53.000000,53.099998,53.099998,12476287
2024-05-02,52.200001,53.099998,51.799999,52.500000,52.500000,17195432
2024-05-03,53.000000,53.299999,52.000000,52.000000,52.000000,11636915
2024-05-06,52.500000,53.099998,52.200001,52.400002,52.400002,15359239
2024-05-07,52.700001,53.099998,51.799999,52.799999,52.799999,16543023
2024-05-08,54.000000,56.000000,53.900002,54.400002,54.400002,55303888
2024-05-09,54.000000,54.900002,53.799999,54.599998,54.599998,16280782
2024-05-10,55.099998,57.200001,53.799999,57.000000,57.000000,67608360
2024-05-13,57.000000,57.299999,56.200001,56.799999,56.799999,33583197
2024-05-14,56.799999,59.000000,56.400002,59.000000,59.000000,73446070
2024-05-15,56.000000,56.000000,54.500000,54.500000,54.500000,102004886
2024-05-16,55.000000,55.000000,53.000000,53.000000,53.000000,80618630
2024-05-17,53.000000,53.900002,53.000000,53.500000,53.500000,35729199
2024-05-20,53.799999,54.500000,53.099998,53.400002,53.400002,32017769
2024-05-21,53.799999,54.700001,53.599998,54.500000,54.500000,26220555
2024-05-22,54.799999,56.400002,54.400002,55.700001,55.700001,60011901
2024-05-23,55.500000,55.599998,53.700001,54.000000,54.000000,45136540
2024-05-24,53.799999,55.000000,53.700001,55.000000,55.000000,23724146
